NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
ÁREA DE PROTEÇÃO AMBIENTAL CARAÍVA/ TRANCOSO,Área de Proteção Ambiental,US,estadual,"1993",Decreto nº 2.215 de 15/06/1993,23/07/2012,0000.29.0310,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL DO RIO CURIAÚ,Área de Proteção Ambiental,US,estadual,"1998",Decreto nº 0431 de 15/09/1998,27/08/2007,0000.16.0293,Secretaria de Estado do Meio Ambiente do Amapá
ÁREA DE PROTEÇÃO AMBIENTAL GUANDÚ-AÇU,Área de Proteção Ambiental,US,municipal,"2004",Lei complementar nº 3591 de 09/07/2004,25/07/2018,0350.33.1872,"Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ"
APA CORUMBATAÍ BOTUCATU TEJUPÁ PERIMETRO TEJUPá,Área de Proteção Ambiental,US,estadual,"1983",Decreto nº 20960 de 08/06/1983,17/10/2017,0000.35.1973,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEçãO AMBIENTAL BORORé-COLôNIA,Área de Proteção Ambiental,US,municipal,"2006",Lei ordinária nº 14162 de 25/05/2006,20/04/2011,5030.35.1961,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
ÁREA DE PROTEçãO AMBIENTAL DO BOQUEIRãO DA ONçA,Área de Proteção Ambiental,US,federal,"2018",Decreto nº 9337 de 06/04/2018,15/05/2018,0000.00.3655,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL RIO CÊNICO ROTAS MONÇOEIRAS,Área de Proteção Ambiental,US,estadual,"2000",Decreto nº 9934 de 06/06/2000,23/09/2016,0000.50.1578,Instituto de Meio Ambiente do Mato Grosso do Sul
ÁREA DE PROTEçãO AMBIENTAL DA FOZ DO RIO DAS PREGUIçAS - PEQUENOS LENçóIS - REGIãO LAGUNAR ADJACENTE,Área de Proteção Ambiental,US,estadual,"1991",Decreto nº 11.899 de 09/10/1991,04/03/2011,0000.21.1889,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
ÁREA DE PROTEÇÃO AMBIENTAL PIQUIRI-UNA,Área de Proteção Ambiental,US,estadual,"1990",Decreto nº 10.683 de 06/06/1990,28/06/2007,0000.24.1472,Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte
"ÁREA DE PROTEÇÃO AMBIENTAL, DE USO SUSTENTÁVEL, SUCUPIRA",Área de Proteção Ambiental,US,municipal,"2017","Decreto nº DECRETO Nº 077, DE 09 DE NOVEMBRO DE 2017 de 09/11/2017",03/10/2018,1220.21.3605,Secretaria Municipal do Meio Ambiente de Timon - MA
APA DO MORRO DO LEME,Área de Proteção Ambiental,US,municipal,"1990",Decreto nº 9779 de 14/11/1990,15/03/2011,0455.33.1799,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS,Área de Proteção Ambiental,US,municipal,"2001",Lei ordinária nº 13136 de 12/06/2001,20/04/2011,5030.35.1959,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA,Área de Proteção Ambiental,US,federal,"1986",Decreto nº 92755 de 05/06/1986,27/09/2007,0000.00.0015,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEçãO AMBIENTAL DO CAMPO GRANDE,Área de Proteção Ambiental,US,municipal,"2011",Decreto nº 17.357/11 de 18/06/2011,20/07/2012,0950.35.2638,Secretaria Municipal de Meio Ambiente - Prefeitura Municipal de Campinas
ÁREA DE PROTEÇÃO AMBIENTAL VARGEM DAS FLORES,Área de Proteção Ambiental,US,estadual,"2006",Lei ordinária nº 16197 de 26/06/2006,25/06/2014,0000.31.0370,Instituto Estadual de Florestas de Minas Gerais
APA DE SãO JOSé,Área de Proteção Ambiental,US,municipal,"1991",Lei ordinária nº 1769 de 02/10/1991,15/03/2011,0455.33.1825,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ,Área de Proteção Ambiental,US,estadual,"1990",Decreto nº 30934 de 16/02/1990,05/10/2011,0000.31.0361,Instituto Estadual de Florestas de Minas Gerais
ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DAS GALÉS E DA PORTARIA,Área de Proteção Ambiental,US,estadual,"2002",Decreto nº 5.573 de 22/03/2002,06/08/2009,0000.52.1753,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
APA MARINHA DO LITORAL SUL,Área de Proteção Ambiental,US,estadual,"2008",Decreto nº 53.527 de 09/10/2008,22/09/2015,0000.35.1724,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO,Área de Proteção Ambiental,US,estadual,"2006",Lei ordinária nº 555 de 18/07/2006,22/09/2011,0000.14.1927,Fundação Estadual do Meio Ambiente e Recursos Hídricos de Roraima
ÁREA DE PROTEÇÃO AMBIENTAL DO ALTO DO MUCURI,Área de Proteção Ambiental,US,estadual,"2011",Decreto nº 45.877 de 30/12/2011,29/08/2012,0000.31.2612,Instituto Estadual de Florestas de Minas Gerais
ÁREA DE PROTEÇÃO AMBIENTAL JACERUBA,Área de Proteção Ambiental,US,municipal,"2004",Lei complementar nº 3592 de 09/07/2004,05/09/2018,0350.33.1878,"Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ"
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA,Área de Proteção Ambiental,US,federal,"1990",Decreto nº 99.278 de 06/06/1990,03/12/2007,0000.00.0012,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DE ALTER DO CHÃO,Área de Proteção Ambiental,US,municipal,"2003",Lei ordinária nº 17.771/2003 de 02/07/2003,23/10/2017,0680.15.3564,Secretaria Municipal de Meio Ambiente de Santarém - PA
ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ,Área de Proteção Ambiental,US,estadual,"1984",Decreto nº 7.230 de 24/04/1984,07/03/2014,0000.33.0729,Instituto Estadual do Ambiente do Rio de Janeiro
ÁREA DE PROTEçãO AMBIENTAL DA REGIãO DO MARACANã,Área de Proteção Ambiental,US,estadual,"1991",Decreto nº 12.103 de 01/10/1991,03/03/2011,0000.21.1893,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,Área de Proteção Ambiental,US,federal,"2002",Decreto nº S/N de 27/06/2002,27/04/2011,0000.00.0005,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO MORRO DO VILANTE,Área de Proteção Ambiental,US,municipal,"1999",Lei ordinária nº 2.235 de 17/12/1999,14/03/2012,0500.32.2586,Secretaria Municipal de Meio Ambiente do Município de Serra - ES
ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO,Área de Proteção Ambiental,US,estadual,"1995",Decreto nº 16498 de 02/04/1995,28/05/2010,0000.13.0996,Secretaria de Estado do Meio Ambiente do Amazonas
ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,Área de Proteção Ambiental,US,estadual,"1999",Decreto nº 7.595 de 06/09/1999,01/10/2014,0000.29.0320,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS,Área de Proteção Ambiental,US,estadual,"1995",Decreto nº 11901 de 02/09/1995,21/08/2009,0000.31.0355,Instituto Estadual de Florestas de Minas Gerais
AREA DE PROTEÇÃO AMBIENTAL MUNICIPAL SERRA DO SAMBÊ,Área de Proteção Ambiental,US,municipal,"2010",Decreto nº 479 de 05/05/2010,28/06/2010,0430.33.1897,Secretaria Municipal de Meio Ambiente de Rio Bonito - RJ
ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO COBRE / SÃO BARTOLOMEU,Área de Proteção Ambiental,US,estadual,"2001",Decreto nº 7.970 de 06/06/2001,19/07/2012,0000.29.0321,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO,Área de Proteção Ambiental,US,estadual,"1985",Decreto nº 32.487 de 14/11/1985,23/07/2012,0000.29.0314,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA,Área de Proteção Ambiental,US,estadual,"1992",Lei ordinária nº 9.905 de 27/01/1992,18/03/2016,0000.41.0548,Instituto Ambiental do Paraná
ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,Área de Proteção Ambiental,US,federal,"2006",Decreto nº S/N de 14/02/2006,29/06/2017,0000.00.0268,Instituto Chico Mendes de Conservação da Biodiversidade
ÀREA DE PROTEÇÃO AMBIENTAL RIO D´OURO,Área de Proteção Ambiental,US,municipal,"2004",Lei complementar nº 3.588/2004 de 09/07/2004,28/09/2018,0350.33.1871,"Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ"
ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,Área de Proteção Ambiental,US,estadual,"2001",Decreto nº 29.213 de 14/09/2001,07/03/2014,0000.33.0738,Instituto Estadual do Ambiente do Rio de Janeiro
ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DOURADA,Área de Proteção Ambiental,US,estadual,"1998",Decreto nº 4.866 de 17/02/1998,06/08/2009,0000.52.1749,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA,Área de Proteção Ambiental,US,estadual,"1996",Lei ordinária nº 5.983 de 26/07/1996,19/02/2016,0000.15.1026,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MERUOCA,Área de Proteção Ambiental,US,federal,"2008",Lei ordinária nº LEI Nº 11.891 de 26/12/2008,04/09/2009,0000.00.1683,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DE GUAPI-MIRIM,Área de Proteção Ambiental,US,federal,"1984",Decreto nº 90225 de 25/09/1984,23/04/2010,0000.00.0016,Instituto Chico Mendes de Conservação da Biodiversidade
APA MARINHA DO LITORAL CENTRO,Área de Proteção Ambiental,US,estadual,"2008",Decreto nº 53.526 de 09/10/2008,22/09/2015,0000.35.1723,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÀREA DE PROTEÇÃO AMBIENTAL DO SANA,Área de Proteção Ambiental,US,municipal,"2001",Lei ordinária nº 2.172/2001 de 03/12/2001,29/04/2011,0240.33.2047,Secretaria Municipal de Ambiente e Sustentabilidade de Macaé - RJ
ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ,Área de Proteção Ambiental,US,estadual,"1987",Decreto nº 351 de 23/09/1987,20/07/2012,0000.29.0315,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEçãO AMBIENTAL MUNICIPAL DO MONTE MOCHUARA,Área de Proteção Ambiental,US,municipal,"2007",Decreto nº 32 de 18/04/2007,26/04/2012,0130.32.2601,Secretaria Municipal de Meio Ambiente de Cariacica - ES
ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DE ARAGUAINA,Área de Proteção Ambiental,US,estadual,"1999",Lei ordinária nº 1.116 de 09/12/1999,17/07/2007,0000.17.1491,Instituto Natureza do Tocantins
ÁREA DE PROTEÇÃO AMBIENTAL VALE DO MORRO DA TORRE,Área de Proteção Ambiental,US,municipal,"2012",Decreto nº 4601 de 15/02/2012,17/09/2018,0600.33.3745,Secretaria Municipal de Meio Ambiente e Agricultura de Três Rios - RJ
APA DA PEDRA BRANCA,Área de Proteção Ambiental,US,municipal,"1988",Lei ordinária nº 1206 de 11/04/1988,15/03/2011,0455.33.1795,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ,Área de Proteção Ambiental,US,estadual,"1998",Decreto nº 2.206 de 23/04/1998,24/11/2011,0000.51.0453,Secretaria de Estado do Meio Ambiente de Mato Grosso
ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,Área de Proteção Ambiental,US,estadual,"1993",Decreto nº 2.186 de 08/06/1993,20/07/2012,0000.29.0309,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL  BONFIM/GUARAÍRA,Área de Proteção Ambiental,US,estadual,"1999",Decreto nº 14.369 de 22/03/1999,28/06/2007,0000.24.1471,Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte
ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,Área de Proteção Ambiental,US,federal,"1985",Decreto nº 90883 de 31/01/1985,12/04/2010,0000.00.0017,Instituto Chico Mendes de Conservação da Biodiversidade
APA MARINHA DO LITORAL NORTE,Área de Proteção Ambiental,US,estadual,"2008",Decreto nº 53.525 de 09/10/2008,10/09/2015,0000.35.1721,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO,Área de Proteção Ambiental,US,estadual,"1992",Lei ordinária nº 5347 de 28/05/1992,29/04/2011,0000.27.0920,Instituto do Meio Ambiente de Alagoas
APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO,Área de Proteção Ambiental,US,estadual,"1986",Decreto nº 9.417 de 24/04/1986,18/08/2017,0000.53.1639,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO,Área de Proteção Ambiental,US,estadual,"2005",Decreto nº 12310 de 27/06/2005,26/04/2011,0000.12.0940,Secretaria de Estado de Meio Ambiente do Acre
ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,Área de Proteção Ambiental,US,estadual,"2007",Decreto nº 1876-R de 05/07/2007,17/06/2016,0000.32.0336,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
ÁREA DE PROTEÇÃO AMBIENTAL DE SANTA RITA,Área de Proteção Ambiental,US,estadual,"1984",Lei ordinária nº 4607 de 20/12/1984,03/10/2011,0000.27.0887,Instituto do Meio Ambiente de Alagoas
ÁREA DE PROTEÇÃO AMBIENTAL DO BOQUEIRÃO DA MIRA,Área de Proteção Ambiental,US,municipal,"2001",Lei ordinária nº 929 de 27/07/2001,23/08/2018,5930.31.3727,Prefeitura Municipal de Santa Rita de Jacutinga - MG
APA PIRACICABA JUQUERI MIRIM ÁREA I,Área de Proteção Ambiental,US,estadual,"1991",Lei ordinária nº 7438 de 16/07/1991,14/09/2015,0000.35.1974,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,Área de Proteção Ambiental,US,federal,"1996",Decreto nº s/n de 26/11/1996,29/04/2011,0000.00.0029,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DA FAZENDINHA,Área de Proteção Ambiental,US,estadual,"2004",Lei complementar nº 0873 de 31/12/2004,02/10/2008,0000.16.0886,Secretaria de Estado do Meio Ambiente do Amapá
ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,Área de Proteção Ambiental,US,federal,"2001",Decreto nº S/N de 28/09/2001,03/12/2007,0000.00.0028,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL LAJEDÃO,Área de Proteção Ambiental,US,estadual,"1998",Decreto nº 39951 de 09/10/1998,21/08/2009,0000.31.0407,Instituto Estadual de Florestas de Minas Gerais
ÁREA DE PROTEÇÃO AMBIENTAL PARQUE MUNICIPAL DA ESTÂNCIA ECOLÓGICA DO CRUZEIRO,Área de Proteção Ambiental,US,municipal,"2005",Lei ordinária nº 1.957/2005 de 20/12/2005,20/06/2018,4000.31.3618,Secretaria Municipal de Meio Ambiente e Desenvolvimento Sustentável de Mariana - MG
ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE,Área de Proteção Ambiental,US,estadual,"1991",Decreto nº 11.900 de 09/10/1991,03/03/2011,0000.21.1887,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
APA DA PAISAGEM E DO AREAL DA PRAIA DO PONTAL,Área de Proteção Ambiental,US,municipal,"2000",Decreto nº 18849 de 04/08/2000,15/03/2011,0455.33.1791,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,Área de Proteção Ambiental,US,estadual,"1994",Decreto nº 3.413 de 01/09/1994,19/07/2012,0000.29.0327,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL DO ITACURU,Área de Proteção Ambiental,US,municipal,"2001",Lei ordinária nº 429/2001 de 28/09/2001,22/07/2014,3280.31.1532,Prefeitura Municipal de Itambé do Mato Dentro - MG
APA JUNDIAí,Área de Proteção Ambiental,US,estadual,"1984",Lei ordinária nº 4095 de 01/06/1984,17/10/2017,0000.35.1704,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SABONETAL,Área de Proteção Ambiental,US,estadual,"1998",Decreto nº 39952 de 09/10/1998,21/08/2009,0000.31.0408,Instituto Estadual de Florestas de Minas Gerais
ÁREA DE PROTEçãO AMBIENTAL DOS MORROS GARAPENSES,Área de Proteção Ambiental,US,estadual,"2010",Decreto nº 25.087 de 31/12/2010,03/03/2011,0000.21.1892,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão
ÁREA DE PROTEçãO AMBIENTAL FOZ DO RIO SANTA TEREZA,Área de Proteção Ambiental,US,estadual,"1997",Lei ordinária nº 905 de 21/03/1997,27/07/2007,0000.17.1500,Instituto Natureza do Tocantins
ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS,Área de Proteção Ambiental,US,estadual,"1986",Decreto nº 9452 de 05/12/1986,06/08/2014,0000.33.0731,Instituto Estadual do Ambiente do Rio de Janeiro
ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA,Área de Proteção Ambiental,US,estadual,"2001",Lei ordinária nº 6.426 de 19/12/2001,19/02/2016,0000.15.1028,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,Área de Proteção Ambiental,US,federal,"2002",Decreto nº s/n de 10/01/2002,28/04/2015,0000.00.0023,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL MESTRE ÁLVARO,Área de Proteção Ambiental,US,municipal,"1991",Lei ordinária nº 4507 de 08/01/1991,24/02/2012,0500.32.2566,Secretaria Municipal de Meio Ambiente do Município de Serra - ES
APA SãO FRANCISCO XAVIER,Área de Proteção Ambiental,US,estadual,"2002",Lei ordinária nº 11262 de 08/11/2002,17/10/2017,0000.35.1714,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEçãO AMBIENTAL WALDEIR GONçALVES - SERRA DO ITAóCA,Área de Proteção Ambiental,US,municipal,"2013",Lei ordinária nº 8424 de 22/11/2013,21/07/2014,0100.33.3060,Prefeitura Municipal de Campos dos Goytacazes - RJ
ÁREA DE PROTEçãO AMBIENTAL MORRO AGUDO,Área de Proteção Ambiental,US,municipal,"2004",Lei complementar nº 3594 de 07/09/2004,19/05/2014,0350.33.1875,"Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ"
ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO,Área de Proteção Ambiental,US,federal,"1989",Decreto nº 97718 de 05/05/1989,23/04/2010,0000.00.0022,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,Área de Proteção Ambiental,US,federal,"1983",Decreto nº 89242 de 27/12/1983,23/04/2010,0000.00.0013,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL PARQUE LINEAR DO BINDÁ,Área de Proteção Ambiental,US,municipal,"2012",Decreto nº 1499 de 27/03/2012,30/08/2012,0260.13.2742,Secretaria Municipal de Meio Ambiente e Sustentabilidade de Manaus - AM
ÁREA DE PROTEçãO AMBIENTAL DO LIMOEIRO,Área de Proteção Ambiental,US,municipal,"2017",Decreto nº 087 de 07/11/2017,06/12/2017,0660.52.3592,Prefeitura Municipal de Cumari - GO
ÁREA DE PROTEçãO AMBIENTAL SERRA DA VARGEM ALEGRE,Área de Proteção Ambiental,US,municipal,"1998",Lei ordinária nº 336 de 02/01/1998,24/02/2014,2420.31.2941,"Secretaria Municipal de Agricultura, Meio Ambiente e Defesa Civil de Espera Feliz - MG"
ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO,Área de Proteção Ambiental,US,estadual,"2004",Decreto nº 43911 de 06/11/2004,21/08/2009,0000.31.0894,Instituto Estadual de Florestas de Minas Gerais
ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO OURO,Área de Proteção Ambiental,US,estadual,"2006",Decreto nº 10.194 de 28/12/2006,19/07/2012,0000.29.1569,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,Área de Proteção Ambiental,US,federal,"1990",Decreto nº 98891 de 26/01/1990,23/04/2010,0000.00.0027,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DO URUAÚ,Área de Proteção Ambiental,US,estadual,"1999",Decreto nº 25.355 de 27/01/1999,17/11/2010,0000.23.0953,Secretaria do Meio Ambiente do Ceará
ÁREA DE PROTEÇÃO AMBIENTAL ÁGUA SANTA DE MINAS,Área de Proteção Ambiental,US,municipal,"2003",Decreto nº 0067 de 23/12/2003,20/05/2014,6920.31.1527,Secretaria de Agricultura e Meio Ambiente de Tombos - MG
ÁREA DE PROTEÇÃO AMBIENTAL DO ESTUÁRIO DO RIO MUNDAÚ,Área de Proteção Ambiental,US,estadual,"1999",Decreto nº 25.414 de 31/03/1999,15/02/2016,0000.23.0956,Secretaria do Meio Ambiente do Ceará
ÁREA DE PROTEÇÃO AMBIENTAL LAGO DO AMAPÁ,Área de Proteção Ambiental,US,estadual,"2005",Decreto nº 13.531 de 27/12/2005,27/04/2011,0000.12.0941,Secretaria de Estado de Meio Ambiente do Acre
ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS,Área de Proteção Ambiental,US,federal,"2010",Decreto nº s/n de 18/06/2010,16/07/2010,0000.00.1912,Instituto Chico Mendes de Conservação da Biodiversidade
