NOMEUC;CODUC;PROCESSO;EMPREENDIMENTO;EMPREENDEDOR;DESTINACAO;APLICACAO;ACAODEST;ACAOAPL;REUNIAO;TIPO;DATA
RESERVA BIOLÓGICA MARINHA DO ARVOREDO;0000.00.0214;02070.000021/2008-92;SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS;CHEVRON BRASILEIRA DE PETRÓLEO LTDA.;1188035,71;;0;;14;O;02/27/13
PARQUE ESTADUAL DOM OSÓRIO STOFFEL;0000.51.0460;02001.001290/2012-76;LINHA DE TRANSMISSÃO 500 KV CUIABÁ-RIBEIRÃOZINHO-RIO VERDE;CATXERE TRANSMISSORA DE ENERGIA S.A.;100000;;0;;14;O;02/27/13
PARQUE ESTADUAL DE ÁGUAS QUENTES;0000.51.1467;02001.001290/2012-76;LINHA DE TRANSMISSÃO 500 KV CUIABÁ-RIBEIRÃOZINHO-RIO VERDE;CATXERE TRANSMISSORA DE ENERGIA S.A.;100000;;0;;14;O;02/27/13
PARQUE ESTADUAL DA SERRA DA TIRIRICA;0000.33.1476;02070.000021/2008-92;SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS;CHEVRON BRASILEIRA DE PETRÓLEO LTDA.;500000;;0;;14;O;02/27/13
PARQUE ESTADUAL DA ILHA GRANDE;0000.33.1477;02070.000021/2008-92;SISTEMA DE DESENVOLVIMENTO DE PETROLEO NO CAMPO DE FRADE - B. DE CAMPOS;CHEVRON BRASILEIRA DE PETRÓLEO LTDA.;500000;;0;;14;O;02/27/13
PARQUE ESTADUAL DE PARAÚNA;0000.52.1743;02001.001290/2012-76;LINHA DE TRANSMISSÃO 500 KV CUIABÁ-RIBEIRÃOZINHO-RIO VERDE;CATXERE TRANSMISSORA DE ENERGIA S.A.;100000;;0;;14;O;02/27/13
AREA DE PROTEÇÃO AMBIENTAL DA LAGOA VERDE;1560.43.1757;02001.002724/2007-98;BR-116 E BR-392 - PELOTAS /RS - RIO GRANDE/RS.;DNIT;96770,18;;0;;14;O;02/27/13
RESERVA BIOLóGICA DO MATO GRANDE;0000.43.1993;02001.002724/2007-98;BR-116 E BR-392 - PELOTAS /RS - RIO GRANDE/RS.;DNIT;100000;;0;;14;O;02/27/13
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU;0340.51.2832;02001.001290/2012-76;LINHA DE TRANSMISSÃO 500 KV CUIABÁ-RIBEIRÃOZINHO-RIO VERDE;CATXERE TRANSMISSORA DE ENERGIA S.A.;50000;;0;;14;O;02/27/13
ARÉA DE PROTEÇÃO AMBIENTAL DE RIBEIRÃOZINHO E ALCANTILADO DO RIO ARAGUAIA;0719.51.2851;02001.001290/2012-76;LINHA DE TRANSMISSÃO 500 KV CUIABÁ-RIBEIRÃOZINHO-RIO VERDE;CATXERE TRANSMISSORA DE ENERGIA S.A.;50000;;0;;14;O;02/27/13
ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO;0000.00.0047;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1100000;;0;;15;O;03/27/13
PARQUE NACIONAL DE ANAVILHANAS;0000.00.0049;02001.004856/2011-31;LT ORIXIMINA - SILVES - ENG. LECHUGA - MANAUS (LOTE C DO LINHAO TUCURUI).;MANAUS TRANSMISSORA DE ENERGIA S.A;2725000;;3;;15;O;03/27/13
ESTAÇÃO ECOLÓGICA DE TAMOIOS;0000.00.0063;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
ESTAÇÃO ECOLÓGICA TUPINAMBÁS;0000.00.0064;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
ESTAÇÃO ECOLÓGICA DE URUÇUÍ-UNA;0000.00.0065;02001.007150/2011-21;LT COMPENSAÇÃO AMBIENTAL RIBEIRO GONÇALVES - BALSAS;ELETRONORTE;;266608;;1;15;O;03/27/13
ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS;0000.00.0071;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
PARQUE NACIONAL DA SERRA DA BOCAINA;0000.00.0142;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
PARQUE NACIONAL DA SERRA DA BOCAINA;0000.00.0142;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;2433333,33;;0;;15;O;03/27/13
PARQUE NACIONAL DA SERRA DA BOCAINA;0000.00.0142;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;934206,6;;0;;15;O;03/27/13
PARQUE NACIONAL DA SERRA DO DIVISOR;0000.00.0149;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1000000;;0;;15;O;03/27/13
PARQUE NACIONAL DA SERRA DO ITAJAÍ;0000.00.0150;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;616250;;0;;15;O;03/27/13
PARQUE NACIONAL DA SERRA DOS ORGÃOS;0000.00.0152;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;934206,6;;0;;15;O;03/27/13
PARQUE NACIONAL DE APARADOS DA SERRA;0000.00.0158;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1250000;;0;;15;O;03/27/13
PARQUE NACIONAL DE CAPARAO;0000.00.0160;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;1245722,28;;1;;15;O;03/27/13
PARQUE NACIONAL DE CAPARAO;0000.00.0160;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;;1245722,28;;1;15;O;03/27/13
PARQUE NACIONAL DE SÃO JOAQUIM;0000.00.0165;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1400000;;0;;15;O;03/27/13
PARQUE NACIONAL DO CABO ORANGE;0000.00.0169;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
PARQUE NACIONAL DO SUPERAGUI;0000.00.0178;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
PARQUE NACIONAL DOS LENÇOIS MARANHENSES;0000.00.0180;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
PARQUE NACIONAL GRANDE SERTÃO VEREDAS;0000.00.0183;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1000000;;0;;15;O;03/27/13
PARQUE NACIONAL DO ITATIAIA;0000.00.0184;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;2433333,33;;0;;15;O;03/27/13
PARQUE NACIONAL DO ITATIAIA;0000.00.0184;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;934206,6;;;;15;O;03/27/13
PARQUE NACIONAL MARINHO DOS ABROLHOS;0000.00.0185;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA;0000.00.0186;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
RESERVA BIOLÓGICA ATOL DAS ROCAS;0000.00.0203;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
RESERVA BIOLÓGICA DO RIO TROMBETAS;0000.00.0210;02001.004856/2011-31;LT ORIXIMINA - SILVES - ENG. LECHUGA - MANAUS (LOTE C DO LINHAO TUCURUI).;MANAUS TRANSMISSORA DE ENERGIA S.A;;2758662;;1;15;O;03/27/13
RESERVA BIOLÓGICA DO TINGUÁ;0000.00.0212;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;934203,6;;0;;15;O;03/27/13
RESERVA BIOLÓGICA MARINHA DO ARVOREDO;0000.00.0214;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
RESERVA BIOLÓGICA UNIÃO;0000.00.0217;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;934203,6;;0;;15;O;03/27/13
ESTAÇÃO ECOLÓGICA DA GUANABARA;0000.00.0263;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
PARQUE NACIONAL DA CHAPADA DAS MESAS;0000.00.0272;02070.000204/2008-16;LINHA DE TRANSMISSAO 500 KV ITACAIUNAS / COLINAS;ATE III TRANSMISSORA DE ENERGIA S/A;;793652,73;;1;15;O;03/27/13
PARQUE NACIONAL DA CHAPADA DAS MESAS;0000.00.0272;02001.007150/2011-21;LT COMPENSAÇÃO AMBIENTAL RIBEIRO GONÇALVES - BALSAS;ELETRONORTE;;160000;;1;15;O;03/27/13
ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE;0000.29.0302;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1000000;;0;;15;O;03/27/13
PARQUE ESTADUAL DO RIO DOCE;0000.31.0394;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;500000;;0;;15;O;03/27/13
PARQUE ESTADUAL SERRA DO PAPAGAIO;0000.31.0406;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;500000;;0;;15;O;03/27/13
PARQUE ESTADUAL DA SERRA DO MAR;0000.35.0798;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1000000;;0;;15;O;03/27/13
PARQUE ESTADUAL DA SERRA DO MAR;0000.35.0798;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;312500;;0;;15;O;03/27/13
PARQUE ESTADUAL DE CAMPOS DO JORDÃO;0000.35.0800;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;312500;;0;;15;O;03/27/13
ESTAÇÃO ECOLÓGICA BANANAL;0000.35.0820;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;312500;;0;;15;O;03/27/13
PARQUE ESTADUAL XIXOVÁ-JAPUÍ;0000.35.0833;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1000000;;0;;15;O;03/27/13
PARQUE ESTADUAL XIXOVÁ-JAPUÍ;0000.35.0833;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;312500;;0;;15;O;03/27/13
PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS;0000.35.0834;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1000000;;0;;15;O;03/27/13
PARQUE ESTADUAL DOS MANANCIAIS DE CAMPOS DO JORDÃO;0000.35.0836;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;312500;;0;;15;O;03/27/13
PARQUE ESTADUAL DE ILHABELA;0000.35.0855;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1000000;;0;;15;O;03/27/13
PARQUE ESTADUAL DA ILHA ANCHIETA;0000.35.0856;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1000000;;0;;15;O;03/27/13
ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS;0000.35.0862;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1000000;;0;;15;O;03/27/13
ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS;0000.35.0862;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;312500;;0;;15;O;03/27/13
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BREJO NOVO;0000.00.1297;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;50000;;0;;15;O;03/27/13
PARQUE ESTADUAL DO DESENGANO;0000.33.1479;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;266666,66;;0;;15;O;03/27/13
PARQUE ESTADUAL DOS TRÊS PICOS;0000.33.1485;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;266666,66;;0;;15;O;03/27/13
ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO PARAÍBA DO SUL;0000.00.1521;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;243333,33;;0;;15;O;03/27/13
PARQUE ESTADUAL CUNHAMBEBE;0000.33.1620;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;266666,66;;0;;15;O;03/27/13
REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;0000.00.1911;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;813173,07;;0;;15;O;03/27/13
PARQUE ESTADUAL DE MIRADOR;0000.21.1963;02001.007150/2011-21;LT COMPENSAÇÃO AMBIENTAL RIBEIRO GONÇALVES - BALSAS;ELETRONORTE;;160000;;3;15;O;03/27/13
PARQUE ESTADUAL RESTINGA DE BERTIOGA;0000.35.1964;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;312500;;0;;15;O;03/27/13
PARQUE ESTADUAL DE ITABERABA;0000.35.1966;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;312500;;0;;15;O;03/27/13
RESERVA BIOLóGICA DA SERRA GERAL;0000.43.2010;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;1250000;;0;;15;O;03/27/13
PARQUE NATURAL MUNICIPAL DO JUQUERIQUERê;1050.35.2776;02001.008311/2012-84;SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS;PETROBRAS;100000;;0;;15;O;03/27/13
"PARQUE NATURAL MUNICIPAL ""DOUTOR RUI CALAZANS DE ARAÚJO""";3560.35.2836;02001.005417/2007-69;GASODUTO CARAGUATATUBA TAUBATÉ;NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;100000;;0;;15;O;03/27/13
RESERVA BIOLóGICA DE PINHEIRO GROSSO;0560.31.2953;02001.007904/2012-23;GASODUTO RJ - BH II (GASBEL II);NOVA TRANSPORTADORA DO SUDESTE S/A - NTS;100000;;0;;15;O;03/27/13
ESTAÇÃO ECOLÓGICA DE TAMOIOS;0000.00.0063;02001.004857/2011-85;DRAGAGEM DO PORTO DE SANTOS;COMPANHIA DOCAS DO ESTADO DE SÃO PAULO;100000;;0;;16;O;04/24/13
ESTAÇÃO ECOLÓGICA TUPINAMBÁS;0000.00.0064;02001.004857/2011-85;DRAGAGEM DO PORTO DE SANTOS;COMPANHIA DOCAS DO ESTADO DE SÃO PAULO;100000;;0;;16;O;04/24/13
ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS;0000.00.0071;02001.004857/2011-85;DRAGAGEM DO PORTO DE SANTOS;COMPANHIA DOCAS DO ESTADO DE SÃO PAULO;100000;;0;;16;O;04/24/13
FLORESTA NACIONAL DE SÃO FRANCISCO;0000.00.0108;02001.004857/2011-85;DRAGAGEM DO PORTO DE SANTOS;COMPANHIA DOCAS DO ESTADO DE SÃO PAULO;23573;;;;16;O;04/24/13
FLORESTA NACIONAL DE SARACÁ-TAQUERA;0000.00.0109;02001.008710/2012-45;EXTRACAO DE BAUXITA NO PLATO BACABA;MINERAÇÃO RIO DO NORTE S.A;23573;;6;;16;O;04/24/13
FLORESTA NACIONAL DE SARACÁ-TAQUERA;0000.00.0109;02001.008710/2012-45;EXTRACAO DE BAUXITA NO PLATO BACABA;MINERAÇÃO RIO DO NORTE S.A;;23573;;6;16;O;04/24/13
PARQUE NACIONAL RESTINGA DE JURUBATIBA;0000.00.0141;02070.000033/2008-17;TESTE DE LONGA DURACAO(TLD) PARA O POCO 3-MLL-20D-RJS,ACUMULACAO DE JABUTI,CAMPO MARLIM LESTE;PETROBRAS;50000;;0;;16;O;04/24/13
PARQUE NACIONAL RESTINGA DE JURUBATIBA;0000.00.0141;02001.004857/2011-85;DRAGAGEM DO PORTO DE SANTOS;COMPANHIA DOCAS DO ESTADO DE SÃO PAULO;100000;;0;;16;O;04/24/13
RESERVA BIOLÓGICA DE COMBOIOS;0000.00.0195;02001.002977/2007-61;Teste de Longa Duração na área do poço ESS - 132,  bloco BES 100, bacia do Espírito Santo.;PETROBRAS TRANSPORTE S/A (TRANSPETRO);235000;;0;;16;O;04/24/13
RESERVA BIOLÓGICA MARINHA DO ARVOREDO;0000.00.0214;02001.004857/2011-85;DRAGAGEM DO PORTO DE SANTOS;COMPANHIA DOCAS DO ESTADO DE SÃO PAULO;100000;;0;;16;O;04/24/13
PARQUE ESTADUAL DE ITAÚNAS;0000.32.0331;02001.002977/2007-61;Teste de Longa Duração na área do poço ESS - 132,  bloco BES 100, bacia do Espírito Santo.;PETROBRAS TRANSPORTE S/A (TRANSPETRO);50000;;0;;16;O;04/24/13
PARQUE ESTADUAL PAULO CÉSAR VINHA;0000.32.0332;02001.002977/2007-61;Teste de Longa Duração na área do poço ESS - 132,  bloco BES 100, bacia do Espírito Santo.;PETROBRAS TRANSPORTE S/A (TRANSPETRO);50000;;0;;16;O;04/24/13
PARQUE ESTADUAL DA SERRA DO MAR;0000.35.0798;02001.004857/2011-85;DRAGAGEM DO PORTO DE SANTOS;COMPANHIA DOCAS DO ESTADO DE SÃO PAULO;171145,33;;0;;16;O;04/24/13
PARQUE ESTADUAL XIXOVÁ-JAPUÍ;0000.35.0833;02001.004857/2011-85;DRAGAGEM DO PORTO DE SANTOS;COMPANHIA DOCAS DO ESTADO DE SÃO PAULO;171145,33;;0;;16;O;04/24/13
APA MARINHA DO LITORAL CENTRO;0000.35.1723;02001.004857/2011-85;DRAGAGEM DO PORTO DE SANTOS;COMPANHIA DOCAS DO ESTADO DE SÃO PAULO;171145,33;;0;;16;O;04/24/13
PARQUE NATURAL MUNICIPAL DE PORTO VELHO;0020.11.1818;02001.004861/2011-43;UHE Santo Antônio;SANTO ANTÔNIO ENERGIA S/A;;1000000;;3;16;O;04/24/13
ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA;0240.33.2028;02070.000033/2008-17;TESTE DE LONGA DURACAO(TLD) PARA O POCO 3-MLL-20D-RJS,ACUMULACAO DE JABUTI,CAMPO MARLIM LESTE;PETROBRAS;916000;;0;;16;O;04/24/13
ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE;0000.00.0008;02001.005701/2012-01;TERMINAL DE CONTEINERE DE PARANAGUA - TCP;TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S/A;;870000;;2;17;O;05/22/13
ESTAÇÃO ECOLÓGICA DE TAMOIOS;0000.00.0063;02070.000186/2008-64;SIST PROD PESQUISA RESERVATORIO MEMBRO SIRI CONCESSAO BADEJO B. CAMPOS FPSO PETROJARL RIO DAS OSTRAS;PETROBRAS;214285,71;;0;;17;O;05/22/13
PARQUE NACIONAL RESTINGA DE JURUBATIBA;0000.00.0141;02070.000186/2008-64;SIST PROD PESQUISA RESERVATORIO MEMBRO SIRI CONCESSAO BADEJO B. CAMPOS FPSO PETROJARL RIO DAS OSTRAS;PETROBRAS;214285,71;;0;;17;O;05/22/13
PARQUE NACIONAL DA SERRA DA BOCAINA;0000.00.0142;02070.000186/2008-64;SIST PROD PESQUISA RESERVATORIO MEMBRO SIRI CONCESSAO BADEJO B. CAMPOS FPSO PETROJARL RIO DAS OSTRAS;PETROBRAS;8214285,71;;0;;17;O;05/22/13
PARQUE NACIONAL DA SERRA DA CANASTRA;0000.00.0144;02001.004462/2007-04;UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO;PETROBRAS;;4895946,01;;1;17;O;05/22/13
PARQUE NACIONAL DA SERRA DA CANASTRA;0000.00.0144;02001.000803/2013-11;SISTEMA DE PRODUÇÃO E ESCOAMENTO DE PETRÓLEO E GÁS NATURAL DE TUPI;PETROBRAS;6370068,91;;1;;17;O;05/22/13
PARQUE NACIONAL DA SERRA DA CAPIVARA;0000.00.0145;02001.001065/2013-11;LT COLINAS- SÃO JOÃO DO PIAUÍ;INTERLIGAÇÃO ELÉTRICA NORTE E NORDESTE S/A;376081,86;;0;;17;O;05/22/13
PARQUE NACIONAL SERRA DAS CONFUSÕES;0000.00.0146;02001.001065/2013-11;LT COLINAS- SÃO JOÃO DO PIAUÍ;INTERLIGAÇÃO ELÉTRICA NORTE E NORDESTE S/A;376081,86;;0;;17;O;05/22/13
PARQUE NACIONAL DA SERRA DOS ORGÃOS;0000.00.0152;02001.004462/2007-04;UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO;PETROBRAS;500000;;0;;17;O;05/22/13
PARQUE NACIONAL DA TIJUCA;0000.00.0154;02001.004462/2007-04;UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO;PETROBRAS;600000;;0;;17;O;05/22/13
PARQUE NACIONAL DE ILHA GRANDE;0000.00.0161;02070.000186/2008-64;SIST PROD PESQUISA RESERVATORIO MEMBRO SIRI CONCESSAO BADEJO B. CAMPOS FPSO PETROJARL RIO DAS OSTRAS;PETROBRAS;266160;;0;;17;O;05/22/13
PARQUE NACIONAL DE ILHA GRANDE;0000.00.0161;02001.000803/2013-11;SISTEMA DE PRODUÇÃO E ESCOAMENTO DE PETRÓLEO E GÁS NATURAL DE TUPI;PETROBRAS;1000000;;0;;17;O;05/22/13
PARQUE NACIONAL DE JERICOACOARA;0000.00.0162;02001.000803/2013-11;SISTEMA DE PRODUÇÃO E ESCOAMENTO DE PETRÓLEO E GÁS NATURAL DE TUPI;PETROBRAS;3110300;;1;;17;O;05/22/13
PARQUE NACIONAL DE JERICOACOARA;0000.00.0162;02001.000803/2013-11;SISTEMA DE PRODUÇÃO E ESCOAMENTO DE PETRÓLEO E GÁS NATURAL DE TUPI;PETROBRAS;;3110300;;1;17;O;05/22/13
PARQUE NACIONAL DE SAINT-HILAIRE/LANGE;0000.00.0164;02070.000186/2008-64;SIST PROD PESQUISA RESERVATORIO MEMBRO SIRI CONCESSAO BADEJO B. CAMPOS FPSO PETROJARL RIO DAS OSTRAS;PETROBRAS;214285,71;;0;;17;O;05/22/13
PARQUE NACIONAL DE SAINT-HILAIRE/LANGE;0000.00.0164;02001.005701/2012-01;TERMINAL DE CONTEINERE DE PARANAGUA - TCP;TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S/A;;658000;;1;17;O;05/22/13
PARQUE NACIONAL DO SUPERAGUI;0000.00.0178;02070.000186/2008-64;SIST PROD PESQUISA RESERVATORIO MEMBRO SIRI CONCESSAO BADEJO B. CAMPOS FPSO PETROJARL RIO DAS OSTRAS;PETROBRAS;214285,71;;0;;17;O;05/22/13
PARQUE NACIONAL DOS LENÇOIS MARANHENSES;0000.00.0180;02001.000803/2013-11;SISTEMA DE PRODUÇÃO E ESCOAMENTO DE PETRÓLEO E GÁS NATURAL DE TUPI;PETROBRAS;3753194,1;;1;;17;O;05/22/13
PARQUE NACIONAL DOS LENÇOIS MARANHENSES;0000.00.0180;02001.000803/2013-11;SISTEMA DE PRODUÇÃO E ESCOAMENTO DE PETRÓLEO E GÁS NATURAL DE TUPI;PETROBRAS;;3753194,1;;1;17;O;05/22/13
PARQUE NACIONAL DO ITATIAIA;0000.00.0184;02001.004462/2007-04;UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO;PETROBRAS;5257374;;1;;17;O;05/22/13
PARQUE NACIONAL DO ITATIAIA;0000.00.0184;02001.004462/2007-04;UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO;PETROBRAS;;4657374;;1;17;O;05/22/13
RESERVA BIOLÓGICA DE SOORETAMA;0000.00.0201;02001.004462/2007-04;UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO;PETROBRAS;600000;;0;;17;O;05/22/13
RESERVA BIOLÓGICA DO TINGUÁ;0000.00.0212;02001.004462/2007-04;UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO;PETROBRAS;1200000;;1;;17;O;05/22/13
RESERVA BIOLÓGICA DO TINGUÁ;0000.00.0212;02001.004462/2007-04;UNIDADE DE TRATAMENTO DE GAS DE CARAGUATATUBA - ESTADO DE SAO PAULO;PETROBRAS;;600000;;1;17;O;05/22/13
RESERVA BIOLÓGICA MARINHA DO ARVOREDO;0000.00.0214;02070.000186/2008-64;SIST PROD PESQUISA RESERVATORIO MEMBRO SIRI CONCESSAO BADEJO B. CAMPOS FPSO PETROJARL RIO DAS OSTRAS;PETROBRAS;214285,71;;0;;17;O;05/22/13
ESTAÇÃO ECOLÓGICA DA GUANABARA;0000.00.0263;02070.000186/2008-64;SIST PROD PESQUISA RESERVATORIO MEMBRO SIRI CONCESSAO BADEJO B. CAMPOS FPSO PETROJARL RIO DAS OSTRAS;PETROBRAS;214285,71;;0;;17;O;05/22/13
